pdb,partner1,partner2,database,cms,dslf_fa13,fa_atr,fa_dun_dev,fa_dun_rot,fa_dun_semi,fa_elec,fa_intra_atr_xover4,fa_intra_elec,fa_intra_rep_xover4,fa_intra_sol_xover4,fa_rep,fa_sol,hbond_bb_sc,hbond_lr_bb,hbond_sc,hbond_sr_bb,hxl_tors,ifa_complex_normalized,ifa_dG_cross,ifa_dG_cross_dSASAx100,ifa_dG_separated,ifa_dG_separated_dSASAx100,ifa_dSASA_hphobic,ifa_dSASA_int,ifa_dSASA_polar,ifa_delta_unsatHbonds,ifa_hbond_E_fraction,ifa_hbonds_int,ifa_nres_all,ifa_nres_int,ifa_packstat,ifa_per_residue_energy_int,ifa_sc_value,ifa_side1_normalized,ifa_side1_score,ifa_side2_normalized,ifa_side2_score,interaction_energy,lk_ball,lk_ball_bridge,lk_ball_bridge_uncpl,lk_ball_iso,omega,p_aa_pp,pro_close,rama_prepro,ref,total_score,dG_exp
3gj5,A,B,pdbbind,268.751983642578,0.0,-1332.80748592927,33.1528976383517,117.226315805457,188.678518595463,-410.743947207453,-80.1157650793735,-55.8268642566102,35.2398794528465,54.2020930354559,147.647104257504,916.574686827954,-44.4030890814677,-69.1491333981774,-32.1076950377365,-72.0759283536917,42.5666384060377,-2.54188418388367,-29.5183124542236,-3.03082013130188,-29.5183124542236,-3.03082013130188,595.561584472656,973.938110351562,378.376525878906,9,0.102026291191577,2,227,43,0.636864423751831,-2.50265097618103,0.691884517669677,-3.35358548164368,-93.900390625,-0.914240002632141,-13.7136001586914,-29.5183123080541,495.578123765649,-1.57752362492669,-10.6218749620048,-516.054323389867,19.1138724430043,-37.1929050190964,2.73267778987394,42.5589155983769,-9.60287800000001,-577.0076897237,-5.90432709866634
5tvq,A,B,pdbbind,472.388732910156,0.0,-1893.7390452535,66.3080003421873,187.585203388445,318.274707856898,-605.791364775754,-110.892936530585,-86.0329490959568,49.8293245736752,76.2140231500826,200.066721188769,1322.350334195,-65.3156217521178,-127.853803157214,-44.7079205828704,-83.5379108122634,69.8301544188179,-2.57711338996887,-55.4888038635254,-3.26473736763,-55.4888038635254,-3.26473736763,935.828552246094,1699.640625,763.81201171875,7,0.19600424170494,9,328,58,0.550361096858978,-2.96157622337341,0.76999294757843,-2.49888396263123,-62.4720993041992,-3.31210088729858,-109.299324035645,-48.5502963778634,699.383169405571,-3.24941308261662,-20.2123905780488,-726.851148566447,40.1074430615475,-73.07208433023,3.51974579482943,37.6487705801191,-75.154178,-845.293168561661,-8.26122076739328
2vir,AB,C,prodigy,343.079956054687,-8.08419373198772,-3833.37260288748,145.032941265469,374.294867522362,533.971752096369,-1161.97423069745,-217.590757391244,-195.898342142001,112.283442858555,141.524847779638,452.420619911507,2528.18041264177,-138.512051641529,-336.750397805764,-79.6441290368315,-102.472977901279,243.185955127081,-2.5373227596283,0.0,0.0,-38.2809906005859,-2.94876480102539,591.437072753906,1298.20434570313,706.767272949219,7,0.284334868192672,7,699,66,0.707273483276367,-2.38811469078064,0.662055492401123,-2.19929933547974,-68.1782760620117,-2.55535125732422,-89.4372940063477,-35.149436628948,1391.48400632187,-6.11702080462592,-43.4981924404355,-1450.00043556036,53.9869598553792,-179.124931322653,11.9918143134131,159.954567299348,-168.860594,-1773.58867037088,-12.2720449332978
4rjf,A,B,pdbbind,761.925903320313,0.0,-1476.13591467718,39.6035464321517,166.507750993338,241.079498000417,-479.432656483997,-90.2004615935791,-57.1450009866645,43.700207952844,63.3748743485764,161.506491137451,957.057716339263,-24.3806257321785,-151.063600929962,-23.6484495448855,-60.572068202473,60.823845156855,-2.47829437255859,-95.8369979858398,-4.06534481048584,-95.8369979858398,-4.06534481048584,1277.76684570313,2357.41381835938,1079.64685058594,7,0.266485422849655,20,275,72,0.59786182641983,-2.92524099349976,0.74655944108963,-3.41549801826477,-177.605895996094,-1.65057241916657,-33.0114479064941,-81.4339404644594,538.44457451189,-2.40123997791174,-14.3971632597108,-552.457900032475,23.8728367721052,-42.5027163917587,1.05740232317512,40.4862335941911,-44.708112,-681.530932250519,-9.00683990401545
6fu9,A,B,pdbbind,539.992736816406,-1.57271210788419,-894.038892914961,25.3637879467524,91.333177204895,121.591126872677,-326.006400043536,-51.0442235875763,-30.3675712417935,20.6037821045597,34.8601503501651,83.554752578761,626.585895866077,-32.3365851086617,-68.6435948897676,-26.7602805797134,-38.3119875411078,18.2959223574046,-3.14006900787354,-70.0325012207031,-3.420241355896,-70.0325012207031,-3.420241355896,1149.63159179688,2047.58947753906,897.957885742188,11,0.264585733413696,15,163,67,0.686307668685913,-3.674076795578,0.683725237846374,-3.56509327888489,-110.517890930176,-3.7679238319397,-135.645263671875,-65.1177492000996,325.571294812415,-1.51580391107417,-8.86822540602593,-344.793782358807,16.9436882022847,-49.391114012497,1.54279113993431,21.2118989193635,-25.638336,-511.831241348115,-11.3613147151656
1p69,A,B,pdbbind,333.316711425781,-1.15001515339174,-1674.08999642801,75.435968823207,137.187698980059,239.708222924442,-530.474312149415,-93.1234588443764,-86.2911080416074,49.6494201973438,62.5559027728358,211.838960587323,1086.16847359906,-73.7384004382062,-150.771269808529,-25.0898634760828,-45.4217513687536,97.3613089657015,-2.72890615463257,-33.8443832397461,-2.48347544670105,-33.8443832397461,-2.48347544670105,768.581909179688,1362.78295898438,594.201049804687,2,0.223701179027557,6,309,65,0.579847455024719,-2.40664744377136,0.65051519870758,-2.62635946273804,-84.0435028076172,-2.19359350204468,-72.3885803222656,-33.8443813427609,611.406020453904,-2.84003629173791,-19.636995140913,-624.529032512003,18.2240137561568,-72.0013757294174,6.41892072194308,69.3547484836313,-109.384046,-843.232001116843,-9.70744172045035
1fqj,A,B,benchmark,486.385498046875,0.0,-2782.29214169646,75.8116723872271,271.100793179497,464.25773785597,-889.348940140261,-173.173743365427,-100.375909672199,86.0289334435176,117.771628312444,284.860210898839,2062.58635656844,-77.560508214631,-56.5790275541644,-75.074340483518,-250.600258721721,95.3031428287091,-2.42418742179871,-52.0693244934082,-2.74877548217773,-52.0693244934082,-2.74877548217773,1086.42517089844,1894.27331542969,807.848205566406,12,0.280125379562377,10,450,76,0.626975536346435,-2.32917714118958,0.645337104797363,-1.99890398979187,-73.9594497680664,-2.64251327514648,-103.05802154541,-49.0747406341814,1091.00903410535,-4.16369070615626,-29.4577095535413,-1121.1561465798,15.5657646512856,-71.1989108258548,1.89994761721109,61.3077350821909,-87.4059859999999,-1090.88435658305,-9.8
3uyo,A,D,pdbbind,574.991516113281,0.0,-1076.53798309739,27.413879453785,88.8322798299035,145.794684726314,-314.399574643327,-62.4255617584114,-50.39499905907,20.0489477336552,38.3340741797078,112.145407312455,673.206822096724,-32.4265974535136,-81.3373961327539,-22.8181012395814,-36.5043889700857,73.5338366522146,-2.97901439666748,-66.4467544555664,-3.25046563148498,-66.4467544555664,-3.25046563148498,1139.34423828125,2044.22265625,904.878356933594,8,0.159275636076927,8,208,81,0.65164029598236,-2.84267401695251,0.711788177490234,-2.44680070877075,-95.4252319335938,-3.21027040481567,-134.831359863281,-63.6461237117132,375.12866471741,-1.78864687409386,-12.6316046187983,-401.322909370816,16.2005286488545,-62.7381005144188,2.73348739469383,23.4443618378705,-61.126104,-619.63499314867,-7.04973371793307
1x1x,A,D,pdbbind,516.444213867188,0.0,-1177.0916561259,33.6398481004097,96.6946872361944,200.929770725527,-394.762625435502,-71.8594570855308,-46.8736234022904,32.8967771998944,51.6856263830585,126.603258169189,848.763273012137,-57.0265227467095,-53.0384831668757,-28.3323327492789,-65.5421068393558,50.0817365716135,-2.71701598167419,-59.8746032714844,-3.59427547454834,-59.8746032714844,-3.59427547454834,888.404418945312,1665.83227539063,777.427917480469,13,0.283503532409668,11,199,65,0.70166528224945,-2.5097815990448,0.650456190109252,-3.0493791103363,-106.728271484375,-1.88025116920471,-56.4075355529785,-59.874605004651,455.781986109404,-1.39103597039634,-9.24208685429164,-475.324678905119,11.5009785114208,-51.3231930991239,0.803441980329877,16.8219686415303,-35.081744,-540.68619373967,-9.92588412016331
1op9,A,B,pdbbind,341.634735107422,-5.19938235095622,-1435.99014329733,34.3279100093213,132.234829690395,213.014637586617,-470.110506886972,-81.7974440111819,-65.7360092994417,28.2076476580667,57.4332357887648,146.545360065297,987.911368561015,-54.998223915482,-95.5126056223388,-40.1022783937385,-63.8983399537226,52.61793754512,-2.82092666625977,-47.0876197814941,-4.32078170776367,-47.0876197814941,-4.32078170776367,578.503234863281,1089.7939453125,511.290740966797,7,0.215266585350036,8,251,57,0.782614529132843,-2.87814521789551,0.740649104118347,-3.16816782951355,-79.2041931152344,-2.65156507492065,-84.8500823974609,-45.7355939423593,543.13586179338,-2.75600040825742,-19.4529446326511,-566.994865542049,7.6744242773296,-60.4093646190395,1.71831182061686,11.5862013069721,38.497788,-708.052594830264,-12.4895466564767
3dxe,A,B,pdbbind,631.990356445313,0.0,-845.538880876215,18.2399826087558,71.4477011198847,133.390780158027,-252.462511906948,-47.4443992472522,-35.3784312547606,14.4724285337987,30.0777871107173,77.2412670325151,558.109763782571,-17.3661720035882,-54.6186388080996,-15.7135242612455,-58.45233496558,31.5519121816819,-2.42986130714416,-68.5068435668945,-3.3046977519989,-68.5068435668945,-3.3046977519989,1244.88269042969,2073.01391601563,828.13134765625,4,0.14117394387722,7,151,67,0.688213407993316,-2.759845495224,0.681684494018554,-3.12052321434021,-143.544067382813,-1.96978974342346,-41.3655853271484,-63.7212545738712,316.686043443061,-0.806691338213586,-5.50907661812874,-326.535903787301,20.5940062412751,-24.6631872828342,1.30024808926601,29.7807315614401,14.688032,-366.909068487173,-8.84234729164971
1y4d,E,I,pdbbind,475.066802978516,0.0,-1899.90891261491,46.5240149253799,144.722145443122,223.793310409915,-586.944866850813,-83.7937547535248,-83.5918548550569,30.8124649237967,56.499252328584,188.086319529008,1282.56414570862,-67.2189446597706,-106.55649311406,-32.2019614109373,-112.768670341831,77.4733897093557,-2.77764964103699,-50.5570526123047,-3.08910822868347,-50.5570526123047,-3.08910822868347,871.976684570313,1636.62292480469,764.646240234375,12,0.172737449407577,9,339,81,0.749235272407531,-2.76689219474792,0.674862265586853,-2.84773349761963,-168.01628112793,-2.55009078979492,-56.1019973754883,-42.5366482386135,727.476249717389,-3.03300672832144,-20.324282222472,-759.820122438491,29.7193261995381,-81.8936872038359,5.20230069576872,74.2086493309732,9.35177200000003,-941.623216272575,-12.1701993673381
3ojm,A,B,pdbbind,963.419677734375,-1.86101686463082,-1945.44719521964,54.2467621449325,190.053517875155,321.325066995774,-611.615795264986,-120.369263557253,-83.2245452984362,49.064888834046,85.3140495188112,207.923739067485,1324.7885674141,-82.6485348722348,-159.92428331202,-40.9341814352901,-53.5648589470719,75.1991919687564,-2.83603405952454,-109.668891906738,-3.07222270965576,-109.668891906738,-3.07222270965576,2121.02416992187,3569.6923828125,1448.66821289063,19,0.188987731933593,16,356,123,0.653795659542083,-2.78953623771667,0.72742623090744,-3.02613830566406,-184.594436645508,-2.55675053596497,-158.518524169922,-108.469750569908,690.12176398735,-3.58934628347477,-22.1330083562659,-735.715494331606,10.7479054762178,-98.2397600166876,2.56513037274988,33.1593208898178,-94.8707339999999,-1009.62811321441,-9.39428146324347
4pc0,A,C,pdbbind,563.624328613281,0.0,-2384.34714175595,65.9370308809874,196.341291110129,406.19539142102,-694.090687820572,-135.942788453152,-128.300926012527,48.7013204814914,103.422861748713,244.440478479489,1639.7918435627,-94.5478109919647,-186.005929168206,-65.7866416141935,-62.305319170967,104.493905810526,-2.83901524543762,-71.6997909545898,-3.70172238349915,-71.6997909545898,-3.70172238349915,997.204345703125,1936.9306640625,939.726257324219,6,0.225203692913055,15,422,62,0.652842342853546,-2.64206910133362,0.667029023170471,-2.90289378166199,-121.921539306641,-2.09433722496033,-41.8867416381836,-70.573153952956,837.400600679767,-4.48545153711146,-29.6274210223223,-909.198164669695,40.9848630381205,-95.3865860104532,3.98508238493843,63.8240610200307,-163.558268,-1198.0644056092,-9.13904908924038
1ava,A,C,pdbbind,628.079162597656,-2.73613486996221,-3443.58862044592,135.770891014381,321.107730167693,542.55242167094,-1098.33144727234,-196.131509350119,-145.939543030362,77.952402755407,140.683165495561,378.707465074704,2412.83964237613,-120.920599099458,-185.470817468923,-89.9623998045178,-162.107042356715,99.6683255860521,-2.58384871482849,-57.8767051696777,-2.26635003089905,-57.8767051696777,-2.26635003089905,1474.2802734375,2553.74072265625,1079.46057128906,12,0.20541213452816,10,584,114,0.604485094547271,-2.19480609893799,0.62156057357788,-2.1669614315033,-119.182876586914,-2.22076296806335,-131.025009155273,-55.2957154031937,1245.96073326597,-4.89210433626864,-33.850184455339,-1345.94899271952,31.1610879984169,-144.856986574026,6.6866467855227,123.826697888393,-51.148514,-1508.9676857043,-13.1753199590343
5g15,A,B,pdbbind,560.072204589844,0.0,-2095.36924022808,61.4052287215551,209.385667167033,328.847282119399,-669.134591580353,-131.981373873826,-74.2921163338421,50.2695237871438,87.2345231466887,211.863583192535,1424.50223592814,-69.5958590267436,-106.409151176437,-48.3423649356949,-123.275212149632,94.2267116065454,-2.76647591590881,-54.3332214355469,-3.0253005027771,-54.3332214355469,-3.0253005027771,958.2734375,1795.96118164062,837.687805175781,8,0.212454184889793,10,353,58,0.699112176895141,-3.03368663787842,0.7178915143013,-3.15548348426819,-110.441925048828,-2.84834384918213,-65.5119094848633,-54.3332223356557,766.134392772117,-2.78858955435333,-19.3008561681808,-795.572085363962,37.9052694087747,-80.6651034977141,6.02744624843449,61.9453633564344,-99.5866819999999,-976.565998434016,-9.23533910132446
5eo9,A,B,pdbbind,512.26220703125,-3.39573427686756,-1639.34075462097,47.0923025852459,187.681818830434,260.290367054366,-563.529002047851,-106.110075247342,-79.6689687136283,44.5259073732693,73.6560881887476,164.625469657572,1114.67906574779,-69.9081125295061,-172.074009084767,-43.655194009209,-31.3296331756561,81.1347425972034,-2.79043483734131,-61.0633201599121,-3.33298873901367,-61.0633201599121,-3.33298873901367,1091.81359863281,1832.08898925781,740.275390625,8,0.175115317106246,9,312,69,0.64534968137741,-2.69301748275757,0.679694652557373,-2.61276459693909,-80.9956970214844,-2.75848722457886,-104.822509765625,-61.0633218332281,601.860640962571,-2.9719926654894,-20.5793353580238,-630.231388150355,28.7724855707884,-77.2844437192106,1.51913724084602,39.9949551654804,-76.36998,-870.615642624564,-8.7745608858969
4pw9,A,B,pdbbind,393.289703369141,0.0,-2474.87726837202,70.9446725569248,223.359521033562,361.514463586392,-767.414481449638,-135.128088788998,-114.425392352225,68.4214180953491,94.3223021655864,269.151966366508,1664.07494296887,-95.7836007745088,-167.297203819491,-40.513925565108,-103.764004634527,106.095604640923,-2.58195805549622,-41.8919219970703,-2.42062211036682,-41.8919219970703,-2.42062211036682,1103.9697265625,1730.62622070313,626.656494140625,4,0.13541692495346,4,446,74,0.630290508270263,-1.71088600158691,0.62911170721054,-1.69600379467011,-67.8401489257813,-1.72839450836182,-58.7654113769531,-41.891922935058,918.293558683301,-3.97049691363208,-27.1222929652747,-962.641540642603,41.3094122061151,-105.742870297599,6.91420626559715,85.6342900226955,-62.9084460000001,-1151.5532539838,-6.64342708045182
2w8b,A,H,pdbbind,705.375305175781,0.0,-2912.53968017092,108.000061623358,225.31700595262,434.563061022071,-970.560613055094,-153.747826999643,-143.337285120608,65.2793044000805,108.99088856415,296.702984068537,2032.26434522329,-120.554265565574,-215.554518329018,-103.952008043939,-106.41267775122,112.894007309276,-2.91437983512878,-72.0371398925781,-3.07058048248291,-72.0371398925781,-3.07058048248291,1322.3115234375,2346.04296875,1023.73156738281,11,0.248737677931785,13,517,90,0.740186154842376,-2.8493275642395,0.659520268440246,-2.8985903263092,-171.016830444336,-2.75556921958923,-85.4226455688477,-72.0371383307341,1119.5773277925,-5.00092114751172,-33.4533108231145,-1146.01862341907,46.2773066035359,-140.269814135878,11.5493042109094,68.8744127373734,-85.622844,-1506.73437905389,-10.1230072562517
1nf3,A,C,pdbbind,707.734497070313,-1.035169530592,-1713.41487523633,47.7435509251812,169.558425862976,227.533711508213,-533.849975554222,-103.740158804865,-57.253019976128,54.3494765542281,65.1183699580851,201.132793325695,1160.60267686618,-37.3501246199132,-111.253500231118,-34.1616795338285,-94.5827731802387,85.2216178103843,-2.54561519622803,-92.008659362793,-3.52396154403686,-92.008659362793,-3.52396154403686,1580.05798339844,2610.94384765625,1030.88586425781,10,0.209349051117897,14,317,91,0.646882593631744,-2.83388137817383,0.758356809616088,-3.02800726890564,-157.45637512207,-2.57504677772522,-100.426826477051,-78.2941384577958,635.58839370873,-2.35725787874394,-15.4955401102519,-661.184314254538,12.865254869137,-72.8005387145233,4.80629536659316,71.8848117734283,-104.886486,-806.960035096463,-9.96040756850697
2jel,HL,P,benchmark,454.291015625,-3.23538728864359,-2805.26291629871,99.7380427743168,292.496187366234,417.584097094614,-924.077711536478,-156.254613421551,-118.204032687329,61.4012294192468,97.5861031208233,313.680465743054,1846.94485371379,-106.466722444613,-261.583721436964,-63.6574851085402,-84.7387232787219,185.489067375145,-2.63861584663391,0.0,0.0,-45.8620834350586,-2.87359118461609,822.0947265625,1595.98498535156,773.890319824219,12,0.256659358739852,8,520,60,0.674034357070922,-2.71327352523804,0.645411193370819,-2.33343458175659,-65.3361663818359,-3.04563283920288,-97.4602508544922,-43.9211672412985,1031.8822050386,-4.9876192442878,-32.0197991331515,-1064.01343009556,39.2089205323491,-121.563540515219,5.83786983542621,107.168895852633,-125.032528,-1372.08029262355,-11.621461213681
6sak,A,C,pdbbind,554.713073730469,0.0,-2246.30699830243,56.0088144689547,224.139724238238,331.335042143021,-564.709362731584,-133.929413709359,-53.5530590345449,37.8277676840707,85.1474776737612,210.07026823071,1592.96897100255,-46.4640768258962,-84.7913256713631,-48.2300554973298,-163.009619354385,59.7106438145063,-2.34727358818054,-60.2346267700195,-2.90127825737,-60.2346267700195,-2.90127825737,1089.54675292969,2076.14111328125,986.594177246094,7,0.348122745752334,18,369,74,0.582376182079315,-2.24800491333008,0.70360779762268,-1.62129831314087,-47.0176506042481,-2.65188241004944,-119.334709167481,-50.1711941062958,848.88351827533,-3.64993003597947,-23.683490568381,-894.969861295785,47.632045596073,-83.6510904735623,2.70148984910076,59.6888007030128,-75.310222,-866.14394182127,-10.2436365633796
1ay7,A,B,benchmark,360.643829345703,-1.0747048200184,-1064.94273368915,29.6230909878783,70.9285127592513,193.365869999283,-356.345299975897,-62.7042838682795,-47.7319324697588,29.5731752391561,46.8447574595986,120.562819781076,770.283484647564,-40.64913698636,-60.8026807563701,-25.8107862621371,-62.1809207146446,59.2457199026709,-2.56033372879028,-46.3392715454102,-3.72594141960144,-46.3392715454102,-3.72594141960144,707.085510253906,1243.69299316406,536.607421875,3,0.302586317062377,11,185,48,0.689728856086731,-2.62455582618713,0.75900650024414,-2.52189517021179,-68.0911712646484,-2.75654816627502,-57.8875122070312,-46.3392710625178,411.855421442086,-1.44642248433812,-11.1539989873253,-429.451666758002,20.9000708780847,-43.0411275534558,8.71257166894187,21.7383790461041,-49.959908,-473.661729514046,-8.18548142474887
4hrn,A,D,pdbbind,451.860046386719,-5.7729995894108,-1100.16791183018,33.6786825054187,75.085881580454,174.845070131582,-309.400529313744,-60.4364623907838,-51.442193221642,31.8539136609641,50.4834032333618,125.596761918364,747.744195569069,-39.8559348657462,-30.2553955610928,-10.4181896985295,-83.9740908501607,20.4160138534501,-2.59161615371704,-53.905876159668,-3.48704361915588,-53.905876159668,-3.48704361915588,1054.8994140625,1545.89050292969,490.991058349609,9,0.059433933347463,3,191,64,0.644493579864502,-2.8436713218689,0.703100204467773,-3.27314209938049,-117.833114624023,-2.29149508476257,-64.1618576049805,-51.9268951330914,390.770095961166,-1.63881544710426,-10.4340827716111,-438.741788243722,14.8190524413333,-51.8513950481387,1.48962078857047,20.4047661251443,12.203656,-494.998675062991,-11.5650197812175
2vlp,A,B,pdbbind,509.816680908203,0.0,-1209.67155754345,33.1432889922351,127.073016457089,193.300512230288,-450.787118106743,-68.9989256023265,-44.0501781347167,22.7232278175724,54.8381610709514,120.565596244477,981.947024416732,-61.2473072612504,-32.105869579451,-28.2217892787614,-106.095667629793,43.3473195533357,-2.69663667678833,-58.1375122070313,-3.71486401557922,-58.1375122070313,-3.71486401557922,769.742858886719,1564.9970703125,795.254211425781,8,0.209883376955986,9,216,65,0.644006431102752,-2.99677991867065,0.752259790897369,-3.29064536094665,-115.172592163086,-2.65393686294556,-79.6181106567383,-58.1375117775948,495.066086704819,-1.85654405913716,-12.5359431660229,-507.163769810622,16.9461817260868,-49.444107520649,3.04750317588958,36.4742530104753,-138.766928,-582.473534292973,-16.7327613609545
3ncb,A,B,pdbbind,671.481750488281,-4.51364188209141,-2276.64002604112,75.3642130508998,216.953222507174,382.864713729071,-703.091729200818,-143.88017314168,-74.4434603233815,56.609342721484,97.7663919121548,238.16021475478,1610.3781320998,-58.7355584065167,-96.4730165046877,-49.3639767767863,-150.695478052869,87.2909020773041,-2.48462152481079,-61.7297897338867,-2.79571509361267,-61.7297897338867,-2.79571509361267,1265.15515136719,2208.01440429687,942.859191894531,7,0.182824522256851,9,392,76,0.589913666248321,-2.09450173377991,0.753173172473907,-1.99232709407806,-85.6700668334961,-2.22763848304748,-73.5120697021484,-58.287221276551,807.001177376308,-2.71886176703169,-19.6128442394216,-864.721056462893,44.7457400438609,-84.081840407892,6.7294592185864,80.7709230962685,-149.634374,-973.971604619492,-1.40724394398725
1ak4,A,D,skempi,300.389312744141,0.0,-1759.89884875261,52.2922358334829,158.390987982532,293.836564754312,-545.227767406404,-106.008835107397,-66.969781344776,48.2312768619342,72.2705379758277,185.114703202858,1243.62656414391,-58.9756767264313,-73.9699097254517,-28.5542861782113,-128.312643999146,64.9304441016755,-2.28135919570923,-40.4047203063965,-3.89390373229981,-39.7081413269043,-3.82677245140076,647.115905761719,1037.64050292969,390.524566650391,6,0.159133195877075,6,310,55,0.70315796136856,-2.49075746536255,0.798078298568725,-2.57690048217773,-108.229820251465,-2.21244955062866,-28.7618446350098,-38.0869356590159,666.98922920463,-2.11440643159021,-15.1571630121242,-694.513807568119,32.8092948259443,-81.8183868688187,4.74807199583394,86.1959703095111,-55.135714,-707.221345928633,-6.4
6uyu,A,B,pdbbind,345.350402832031,0.0,-487.680969510435,11.2169703245116,49.7912115603455,99.4008402579674,-128.433041309617,-31.1651423697728,-18.9303383277474,8.93085568946453,20.8270326258288,41.7724805480138,350.183871306577,-11.9340104140999,-33.4537006401234,-8.17564951051777,-22.5382509136831,17.2728922248955,-2.46645021438599,-33.670783996582,-2.74694156646729,-33.670783996582,-2.74694156646729,790.148315429687,1225.75537109375,435.607055664063,9,0.146219983696937,4,91,43,0.606419801712036,-2.71229314804077,0.731982588768005,-3.04205894470215,-94.303825378418,-1.86039781570435,-22.3247737884521,-28.7474434227582,173.593263220339,-0.844955995716929,-5.86728465469951,-189.491708165703,7.31743901648318,-20.4931307820117,0.2692864062078,-9.30770812299871,-36.707226,-224.446973536491,-7.77480218511557
3tl8,A,B,pdbbind,799.273315429688,0.0,-2279.34604863215,61.2878466871665,245.63010570612,344.490660912943,-695.900214966339,-141.652286795649,-78.0819715988871,75.0659995934619,99.409168498695,250.758394719222,1675.02644627876,-62.0688727080665,-65.4566990455993,-40.0445963716233,-189.958594718617,50.3422363371398,-2.19712853431702,-85.8407745361328,-2.81477069854736,-85.8407745361328,-2.81477069854736,1628.2978515625,3049.654296875,1421.35632324219,21,0.182150304317474,14,391,105,0.500403940677642,-1.96802258491516,0.568773984909057,-2.30253219604492,-138.151931762695,-1.52200984954834,-68.4904479980469,-82.7129739112555,881.735368515608,-2.93768273658318,-20.3285246129357,-930.476962175286,35.6313414069985,-76.6636815006814,2.4846786135407,65.1600177132411,-63.183362,-859.077232879522,-7.44323827961076
4u30,A,X,pdbbind,394.935028076172,-6.94413628992033,-1589.62815101157,43.9307686748845,122.229167272029,223.385185854415,-451.703533597018,-84.6523036622097,-69.3640744463242,34.5383340072035,54.4910897834719,170.492400950244,1040.69294384284,-65.3456333300374,-115.402154560285,-18.8429469884912,-52.7988250715775,52.3692602344291,-2.76108407974243,-47.7991256713867,-3.66448616981506,-47.7991256713867,-3.66448616981506,672.475158691406,1304.38818359375,631.913024902344,11,0.202575892210006,9,278,62,0.760240674018859,-2.50668144226074,0.72128140926361,-2.62792134284973,-120.884384155273,-2.15811634063721,-34.5298614501953,-43.7740998604187,544.333148956474,-2.78920456373212,-18.1458794652858,-598.986178405976,34.2958805332753,-79.1077766634248,2.61429828522596,38.1331742161552,24.623748,-767.581397445203,-9.35889871829898
3fp6,E,I,pdbbind,428.285522460938,-9.4752430598546,-1598.22270390693,42.96426350106,113.922017199446,227.024024422135,-460.191903887368,-82.9651050386646,-72.5230115983656,34.2208466854338,55.490630531769,168.832835791203,1052.35866549307,-70.5880939631994,-115.951208329655,-27.1071568564603,-51.5553361208536,51.0106397965457,-2.94618797302246,-45.8838958740234,-3.26732635498047,-45.8838958740234,-3.26732635498047,828.718933105469,1404.32543945313,575.606506347656,4,0.227494582533836,9,281,62,0.740942597389221,-2.5560450553894,0.729527592658996,-2.5914192199707,-119.205284118652,-2.4543445110321,-39.2695121765137,-39.7380295848931,551.963801083272,-2.74364738017862,-17.7936150846943,-604.319916675212,11.2486273586787,-78.9341854216479,1.86854001601054,38.5653672884817,15.022038,-827.878830155983,-17.7352097536225
6uys,A,B,pdbbind,351.312072753906,0.0,-499.431494212501,13.6445785999712,46.6078042892007,101.584128330379,-140.440930385359,-30.5250759015463,-17.3466746695308,9.90194833606939,19.561563254813,43.253525087411,365.406314800665,-15.101690923198,-34.0910667065513,-13.992183729013,-22.7257701745599,14.0963819798494,-2.68840026855469,-37.6310424804687,-3.19534063339233,-37.6310424804687,-3.19534063339233,644.847412109375,1177.68493652344,532.837463378906,4,0.278659343719482,8,87,38,0.653444826602935,-3.10710120201111,0.749062776565551,-3.54220771789551,-95.6396102905273,-2.03911209106445,-22.430233001709,-32.3652357877027,185.577491955781,-0.655333239472857,-4.75237706649529,-194.530828857346,8.06482991452302,-18.7722047427783,0.180431617216629,-10.4895750115246,-38.914626,-233.890833453997,-7.90701137034051
3c9a,B,D,pdbbind,824.853332519531,-14.9141062289406,-1351.72724863204,38.8242673104927,151.41873646643,231.646554082538,-409.462590160227,-83.1568829303587,-53.838141181426,26.9204406418722,61.0452790516566,136.804971135423,907.304727112946,-39.0857523772318,-117.624195587724,-30.7016899510469,-30.4969494669309,57.1042525442742,-2.52929949760437,-83.891471862793,-2.90671610832214,-83.891471862793,-2.90671610832214,1990.11877441406,2886.12548828125,896.006713867187,12,0.043754521757364,4,255,92,0.656070113182067,-2.93751311302185,0.690910696983337,-3.06264328956604,-177.633316040039,-2.72405576705933,-92.6178970336914,-83.8914714934956,447.105842510342,-2.7240964074885,-18.3314344224537,-495.679503830964,24.7297242928725,-60.7731522755572,3.52246638635595,33.2400206128382,-56.1229119999999,-644.971373304347,-11.0688299097714
2jjs,A,C,pdbbind,588.6171875,-2.37431117842166,-1223.09052182444,32.1557161991923,118.864789344024,190.226493209222,-424.172738444864,-69.2872400646199,-63.667167839487,25.1721305219836,46.2495600085643,116.499346506374,843.153368796171,-51.936528382348,-116.090881017952,-34.8151973843344,-27.0572362719069,81.9125573135505,-2.93784523010254,-51.4603385925293,-2.54604911804199,-51.4603385925293,-2.54604911804199,1058.00476074219,2021.18408203125,963.179321289062,11,0.21417911350727,13,232,68,0.647533774375915,-2.90842700004578,0.709348857402801,-2.69767785072327,-94.4187240600586,-3.13194894790649,-103.354316711426,-50.5432559303192,451.725967348971,-2.22426347626082,-15.8192531872425,-472.338903714994,25.9950069558603,-57.234702045132,5.68396560526474,13.2161952454324,-72.326248,-681.580095777397,-8.07745865496365
